match_id,radiant_win
6,0.454504911
7,0.663841324
10,0.411712903
13,0.780276152
16,0.151393544
18,0.456193627
19,0.516038845
24,0.612794332
33,0.24055424
37,0.446674443
41,0.414399031
42,0.653799947
55,0.286368777
60,0.75314677
62,0.61617746
63,0.365859367
64,0.268420907
71,0.625487959
72,0.543629559
83,0.516116927
85,0.822209505
89,0.825973607
92,0.598783228
100,0.893786867
102,0.739506508
108,0.793742225
111,0.780722419
126,0.177682347
130,0.086337163
140,0.781208051
141,0.443549586
152,0.771063334
153,0.402325901
159,0.593940017
160,0.572427335
163,0.6960261
178,0.603223528
179,0.461328083
181,0.58796774
196,0.197072982
206,0.142213357
209,0.515440343
216,0.540977139
228,0.352837933
230,0.459683771
242,0.669505317
245,0.219125296
261,0.402760164
274,0.36177619
282,0.598204168
289,0.433084318
296,0.197017876
297,0.539548122
302,0.412098375
304,0.081878279
313,0.767971538
316,0.511961304
317,0.553870549
344,0.602200635
348,0.769116097
352,0.613674341
354,0.535728354
361,0.375506004
362,0.25962229
363,0.79648325
365,0.366628543
375,0.510962912
380,0.444170789
384,0.537978809
394,0.802814426
399,0.550772793
404,0.776508677
406,0.5929598
430,0.142618266
432,0.530372256
443,0.47632201
463,0.579530882
467,0.681607638
474,0.420201484
488,0.538549128
502,0.757131209
503,0.271976444
507,0.561641968
508,0.343407125
509,0.371367465
516,0.303071799
528,0.268565968
542,0.58935009
547,0.270106232
552,0.831862431
555,0.56950435
561,0.815268691
569,0.621092784
575,0.831069473
576,0.932512023
582,0.143435301
585,0.665295127
586,0.501031329
590,0.736858534
592,0.290840822
598,0.419156003
599,0.274873233
600,0.711735052
601,0.533448301
603,0.459845621
617,0.581818324
628,0.42499473
634,0.22594585
635,0.17485134
639,0.282160666
644,0.501645721
646,0.597449669
650,0.104477591
659,0.855380942
663,0.593801468
668,0.457438855
670,0.304598979
678,0.664066776
679,0.360051661
686,0.718867707
694,0.318379355
696,0.841728061
702,0.809954259
709,0.392321996
712,0.424893064
723,0.234512158
729,0.427886257
733,0.880253669
735,0.478810445
737,0.356162727
749,0.228022886
752,0.644940713
767,0.752005442
771,0.292846391
778,0.666674263
780,0.769206218
790,0.304312808
797,0.379017799
802,0.266117907
805,0.765115561
807,0.704373138
808,0.541402609
811,0.325349268
815,0.272018886
820,0.713311756
838,0.238609916
861,0.123413596
886,0.1538605
889,0.32102786
904,0.386075364
913,0.816935516
928,0.641255029
931,0.455606454
932,0.355292292
945,0.706220346
953,0.669947951
955,0.417539785
970,0.458802289
972,0.289524085
978,0.660823661
982,0.56989239
983,0.673467939
984,0.266711276
987,0.468019591
1000,0.3132059
1006,0.746819388
1014,0.562096704
1030,0.567878508
1037,0.603427525
1044,0.425257889
1046,0.710525062
1048,0.441603632
1053,0.726104722
1057,0.418976186
1077,0.823253737
1085,0.943186763
1087,0.798613565
1088,0.612756464
1096,0.176067546
1098,0.902463909
1100,0.203905499
1113,0.774866716
1119,0.819979321
1127,0.452039177
1142,0.345538312
1148,0.462995721
1157,0.166299317
1158,0.683039598
1163,0.467259407
1167,0.582357792
1168,0.314490046
1181,0.18009527
1183,0.362225525
1191,0.632049229
1192,0.187570561
1198,0.826715921
1216,0.312545937
1218,0.458698575
1221,0.754919071
1222,0.34898008
1225,0.287912744
1226,0.35471427
1230,0.262231039
1242,0.698732923
1247,0.581652954
1253,0.42906488
1259,0.791997467
1271,0.533874786
1282,0.366336799
1284,0.9121264
1293,0.535716072
1294,0.691887231
1298,0.541099021
1306,0.833844261
1316,0.702129309
1321,0.332218811
1331,0.522832682
1336,0.243253314
1341,0.484840798
1348,0.695011451
1356,0.830880735
1384,0.579519057
1389,0.490770799
1391,0.597096721
1413,0.594175266
1419,0.381106222
1426,0.86223244
1440,0.509179701
1445,0.576927636
1465,0.455444933
1470,0.452438723
1472,0.722211909
1484,0.515146531
1485,0.093422457
1486,0.724057524
1488,0.746680769
1498,0.176623921
1508,0.618578971
1518,0.845152266
1526,0.234988991
1527,0.774330266
1528,0.493549643
1540,0.620304373
1546,0.540568428
1551,0.802523102
1564,0.503019871
1565,0.91141995
1568,0.949882093
1572,0.544698174
1573,0.188954649
1581,0.556488313
1585,0.78560338
1588,0.238982312
1595,0.230412745
1596,0.433369218
1603,0.507149944
1615,0.452107253
1621,0.36794449
1623,0.412023109
1630,0.49831228
1636,0.720613631
1642,0.318909326
1654,0.805592312
1657,0.843485956
1665,0.322286739
1666,0.813339933
1676,0.75525889
1678,0.639131076
1683,0.651222456
1685,0.203209179
1687,0.135531062
1690,0.278477499
1702,0.460019707
1703,0.234952393
1714,0.399198813
1716,0.512853626
1726,0.293180895
1748,0.422638382
1750,0.409197949
1762,0.936427702
1765,0.157086215
1767,0.367558048
1773,0.387299204
1774,0.309487436
1776,0.747855264
1782,0.835450888
1799,0.348526702
1803,0.418450038
1811,0.649854974
1820,0.19929811
1823,0.7107406
1864,0.619560915
1871,0.40787675
1874,0.114108145
1878,0.35999416
1888,0.650544127
