match_id,radiant_win
6,0.492859536
7,0.672310867
10,0.413996026
13,0.78992148
16,0.222192061
18,0.546779425
19,0.555372149
24,0.657707346
33,0.245292622
37,0.42415404
41,0.461484329
42,0.650234285
55,0.287054581
60,0.643100761
62,0.716337014
63,0.393591543
64,0.2706387
71,0.573104905
72,0.516095286
83,0.479734856
85,0.719403226
89,0.77792291
92,0.672047514
100,0.812270491
102,0.753562724
108,0.608490001
111,0.702831485
126,0.280095721
130,0.117521098
140,0.767870024
141,0.51639247
152,0.691538699
153,0.483587848
159,0.527336114
160,0.630889712
163,0.579785975
178,0.551366125
179,0.615563605
181,0.585860644
196,0.235486881
206,0.249334551
209,0.545205535
216,0.623214117
228,0.403454504
230,0.414174234
242,0.681751504
245,0.293152413
261,0.420320113
274,0.535294844
282,0.546562659
289,0.385190192
296,0.29240771
297,0.539082663
302,0.426905762
304,0.188192545
313,0.67603035
316,0.569423631
317,0.621566988
344,0.545099195
348,0.588798698
352,0.599713323
354,0.498934546
361,0.563492564
362,0.369216358
363,0.723258176
365,0.515751202
375,0.598346854
380,0.496897792
384,0.53219804
394,0.677086791
399,0.572440837
404,0.76828741
406,0.573927093
430,0.205810087
432,0.473405001
443,0.485326324
463,0.517835624
467,0.661401479
474,0.455526973
488,0.454667324
502,0.599838104
503,0.298871026
507,0.451393662
508,0.318852151
509,0.35919392
516,0.404225566
528,0.34814416
542,0.575057316
547,0.279091061
552,0.71552461
555,0.611450855
561,0.78420755
569,0.618137536
575,0.775305325
576,0.849183444
582,0.204201067
585,0.578415503
586,0.43353517
590,0.71994232
592,0.384902391
598,0.362599659
599,0.409090705
600,0.651501607
601,0.410973844
603,0.413107657
617,0.644197639
628,0.459706117
634,0.280713858
635,0.238727306
639,0.37665635
644,0.567355258
646,0.617139069
650,0.249911881
659,0.66554102
663,0.664523448
668,0.488448123
670,0.382393836
678,0.551060482
679,0.35337898
686,0.740213066
694,0.322612958
696,0.696419439
702,0.706477594
709,0.457673757
712,0.504661003
723,0.294824739
729,0.499723752
733,0.785809372
735,0.519167745
737,0.331944603
749,0.291633513
752,0.611879102
767,0.753710022
771,0.317796493
778,0.579005711
780,0.669027394
790,0.376330815
797,0.441992252
802,0.387246004
805,0.624112842
807,0.795418189
808,0.555010818
811,0.355160389
815,0.407769171
820,0.679256474
838,0.25062871
861,0.180258464
886,0.260873553
889,0.374050052
904,0.447744593
913,0.739839327
928,0.581358243
931,0.567010018
932,0.395513383
945,0.607732277
953,0.612894564
955,0.498030232
970,0.44884293
972,0.380113317
978,0.658850996
982,0.502912258
983,0.677155893
984,0.336839429
987,0.483255647
1000,0.346278441
1006,0.571312477
1014,0.562134444
1030,0.674226864
1037,0.632124622
1044,0.481811928
1046,0.726643828
1048,0.441941297
1053,0.654951229
1057,0.440241264
1077,0.819465649
1085,0.884113768
1087,0.765132441
1088,0.563803075
1096,0.261443095
1098,0.794196882
1100,0.286578096
1113,0.679810803
1119,0.700069108
1127,0.485235657
1142,0.39685805
1148,0.466970827
1157,0.295288191
1158,0.547854601
1163,0.508725095
1167,0.569261791
1168,0.389617824
1181,0.275210795
1183,0.496591473
1191,0.621999309
1192,0.279690173
1198,0.77090819
1216,0.385241324
1218,0.439007367
1221,0.715264724
1222,0.418583464
1225,0.330898215
1226,0.507483085
1230,0.409981498
1242,0.667339143
1247,0.466471204
1253,0.395732099
1259,0.69977068
1271,0.530199384
1282,0.445813724
1284,0.839304898
1293,0.529674048
1294,0.723747646
1298,0.5327593
1306,0.761545405
1316,0.547028951
1321,0.341830977
1331,0.536837782
1336,0.233322442
1341,0.432101811
1348,0.6534662
1356,0.79278273
1384,0.521638883
1389,0.550983015
1391,0.589557103
1413,0.575219865
1419,0.45684086
1426,0.81502694
1440,0.534546389
1445,0.575602094
1465,0.391918566
1470,0.504498485
1472,0.557526456
1484,0.556988539
1485,0.223853446
1486,0.719811772
1488,0.637569164
1498,0.243721076
1508,0.690939479
1518,0.700887521
1526,0.283526205
1527,0.656516042
1528,0.452924796
1540,0.54853652
1546,0.540547162
1551,0.71686276
1564,0.439407067
1565,0.798631973
1568,0.878607577
1572,0.482489291
1573,0.195625193
1581,0.507516822
1585,0.713251336
1588,0.346097375
1595,0.361431152
1596,0.477688454
1603,0.564257727
1615,0.479343888
1621,0.379500156
1623,0.442884894
1630,0.496144232
1636,0.701331313
1642,0.43207649
1654,0.587581962
1657,0.745525511
1665,0.320566485
1666,0.764593388
1676,0.638859245
1678,0.624178742
1683,0.661547271
1685,0.277771305
1687,0.186187745
1690,0.369221655
1702,0.497751265
1703,0.340633852
1714,0.439822237
1716,0.499946053
1726,0.305095248
1748,0.488780419
1750,0.46812408
1762,0.850277736
1765,0.220405484
1767,0.494078479
1773,0.470627674
1774,0.367783578
1776,0.702949035
1782,0.63909297
1799,0.32375561
1803,0.440230613
1811,0.5094837
1820,0.299887915
1823,0.719192048
1864,0.631343154
1871,0.446154318
1874,0.148935169
1878,0.386488435
1888,0.593385457
1895,0.684111814
1896,0.38725798
1899,0.317436543
1901,0.425376705
1903,0.670681286
1913,0.231856853
1935,0.711324942
1946,0.343642223
1958,0.500127037
1960,0.585452958
1968,0.444510098
1969,0.557345308
1973,0.371735306
1974,0.542675446
1977,0.352188089
1992,0.489152004
1995,0.451875339
2001,0.511816548
2017,0.366916922
2018,0.297812695
2020,0.393601798
2021,0.590990666
2027,0.53042664
2036,0.561125123
2040,0.328153153
2041,0.276100993
2047,0.812652776
2049,0.433745766
2059,0.425418714
2066,0.305839591
2068,0.444110941
2069,0.607587884
2081,0.512668124
2083,0.559940865
2084,0.656183583
2085,0.768548285
2096,0.571238786
2104,0.417470959
2105,0.344265021
2110,0.532328547
2112,0.401963944
2115,0.325313547
2120,0.346994264
2121,0.214082626
2125,0.738863641
2128,0.495038683
2129,0.345669828
2138,0.602773319
2159,0.658796746
2160,0.434264609
2180,0.710720791
2181,0.46412617
2183,0.621883511
2189,0.360068224
2192,0.395646282
2193,0.784544933
2197,0.368520952
2201,0.53563886
2206,0.65226538
2208,0.735435522
2210,0.632404785
2212,0.728573006
2220,0.367567191
2226,0.563178211
2227,0.136147363
2229,0.558564002
2233,0.40029498
2234,0.72074742
2237,0.394393776
2238,0.444106841
2246,0.412481598
2248,0.66971089
2265,0.447796166
2268,0.394971691
2270,0.636115189
2276,0.693468883
2278,0.672206944
2290,0.623798217
2298,0.639708979
2305,0.468254683
2320,0.679440542
2325,0.550240441
2329,0.729679416
2342,0.573789557
2352,0.363229569
2387,0.727251858
2397,0.319340122
2399,0.59547102
2401,0.706626665
2404,0.402053401
2411,0.370156195
2422,0.494644806
2424,0.588367668
2425,0.450200392
2429,0.258673813
2433,0.535974043
2434,0.650891769
2436,0.350033597
2440,0.265907238
2448,0.554810091
2458,0.527778213
2460,0.507934185
2466,0.740485661
2473,0.574718393
2479,0.178386595
2493,0.308584459
2504,0.307880244
2524,0.769849696
2526,0.888346244
2531,0.360947875
2532,0.240300296
2546,0.510845369
2561,0.715634841
2565,0.256399845
2570,0.634390956
2579,0.47050981
2581,0.233443616
2592,0.47653623
2593,0.443290396
2594,0.544641204
2618,0.704110602
2628,0.457273415
2638,0.448267562
2647,0.499632081
2654,0.610807697
2655,0.572097218
2669,0.222348101
2674,0.495310648
2677,0.609973358
2687,0.322372097
2689,0.317924462
2694,0.433430552
2702,0.420348829
2704,0.807577136
2706,0.568341185
2712,0.269763146
2716,0.530723353
2727,0.415534482
2729,0.232989732
2738,0.721165415
2739,0.414163407
2745,0.558137663
2759,0.693177255
2766,0.66915623
2767,0.467406295
2773,0.557289454
2778,0.501871416
2783,0.505149047
2788,0.592149107
2792,0.632869182
2803,0.64692395
2808,0.373008351
2816,0.475209495
2821,0.73362042
2826,0.614848013
2840,0.40535697
2844,0.513317435
2846,0.32425402
2847,0.496844351
2857,0.569730999
2861,0.441184577
2888,0.621567875
2903,0.665315878
2904,0.355039309
2907,0.414913461
2909,0.398942508
2910,0.470394315
2915,0.599992383
2918,0.435605345
2920,0.369776012
2926,0.464849586
2929,0.774101546
2947,0.635060981
2950,0.548209908
2952,0.393140154
2953,0.533754701
2956,0.537451342
2961,0.335077847
2962,0.806897159
2967,0.454742861
2973,0.630270023
2974,0.411000168
2981,0.316260052
3001,0.546445717
3006,0.425921835
3007,0.729998878
3008,0.592365443
3014,0.507294721
3022,0.510531694
3032,0.625323212
3033,0.695600223
3043,0.502885652
3048,0.280079054
3061,0.470920875
3063,0.378427233
3087,0.554815769
3088,0.580675022
3096,0.193128337
3102,0.320026786
3111,0.434812308
3119,0.539808087
3122,0.501303513
3126,0.572111049
3131,0.628298582
3132,0.329338169
3145,0.769202348
3154,0.609631295
3178,0.509306148
3186,0.476675168
3187,0.50424083
3189,0.616481855
3191,0.690727893
3192,0.809796999
3199,0.346848947
3211,0.463575246
3224,0.492141388
3225,0.525711386
3231,0.316185709
3235,0.372448226
3237,0.467142908
3240,0.249750931
3242,0.493060784
3254,0.743662088
3256,0.516526899
3257,0.436867675
3289,0.574954241
3294,0.478873531
3301,0.476089526
3302,0.52416909
3314,0.580129192
3326,0.503122267
3332,0.729232358
3345,0.710725309
3349,0.64196527
3357,0.687826914
3380,0.374968321
3389,0.655222017
3397,0.806456496
3399,0.573197575
3407,0.694038243
3411,0.524311288
3413,0.38080158
3417,0.391257886
3418,0.178824702
3426,0.85657468
3443,0.37186425
3456,0.723947195
3464,0.649510493
3467,0.530441597
3473,0.623995082
3479,0.242248327
3481,0.6419336
3492,0.48578444
3498,0.674295492
3499,0.441167036
3505,0.610357268
3529,0.511676792
3535,0.624258234
3540,0.438296336
3561,0.287170465
3564,0.858030902
3574,0.440711027
3590,0.631190636
3592,0.305280306
3596,0.82374901
3604,0.349225748
3620,0.715475572
3623,0.386144759
3632,0.686541747
3641,0.468147084
3647,0.438053856
3653,0.370326434
3656,0.500019253
3667,0.601040186
3672,0.475675691
3683,0.531190238
3695,0.510565191
3717,0.562753549
3736,0.302454644
3740,0.474087286
3753,0.480047208
3769,0.643228851
3771,0.593010106
3787,0.749419261
3790,0.494372849
3792,0.684476848
3801,0.23560824
3806,0.632862731
3812,0.201742671
3815,0.684556574
3840,0.675083326
3846,0.450702424
3858,0.561844665
3872,0.395469481
3873,0.348653193
3874,0.608817537
3876,0.811119011
3880,0.596047694
3882,0.513635313
3894,0.67295077
3901,0.711930681
3902,0.672003753
3908,0.678827837
3919,0.442996971
3921,0.217542273
3922,0.515141533
3924,0.159623897
3939,0.701979541
3952,0.488591294
3959,0.359187879
3964,0.368836894
3972,0.700693557
3978,0.829068922
3979,0.496207297
3988,0.145776154
3989,0.709775961
3991,0.573569326
3996,0.622416776
4005,0.326430636
4012,0.37634427
4013,0.331031826
4014,0.259280671
4018,0.65704274
4027,0.434153773
4030,0.302086581
4035,0.267637327
4036,0.889583326
4046,0.807061536
4059,0.320339266
4066,0.476116346
4082,0.626340774
4090,0.578731719
4100,0.82921111
4107,0.512687068
4109,0.447823229
4110,0.521533603
4121,0.524796831
4123,0.487881053
4124,0.675734875
4129,0.791718029
4136,0.413922154
4139,0.522361062
4145,0.685364892
4154,0.585451294
4156,0.786164761
4161,0.283056226
4165,0.400835438
4169,0.450064135
4188,0.57028925
4195,0.376126311
4204,0.699997792
4211,0.670318913
4213,0.676812867
4218,0.570903513
4220,0.629341168
4222,0.135692829
4227,0.55667068
4229,0.552355037
4233,0.454730751
4239,0.728781964
4242,0.561370682
4249,0.705561674
4260,0.686812443
4263,0.705025372
4265,0.488345896
4267,0.46962871
4276,0.840353737
4278,0.518140972
4279,0.446772261
4280,0.26910428
4281,0.406956671
4282,0.651313438
4288,0.32476622
4306,0.415724396
4308,0.333485057
4309,0.414773011
4313,0.517689803
4320,0.913442563
4324,0.552932655
4334,0.609612416
4341,0.4103705
4349,0.202755066
4353,0.580912767
4354,0.580769311
4356,0.3046061
4366,0.370765374
4371,0.539079578
4375,0.398661228
4377,0.649203567
4384,0.262200266
4389,0.607469913
4394,0.55911446
4409,0.573323807
4411,0.646633476
4416,0.41880529
4437,0.42841905
4442,0.34973254
4443,0.497328232
4449,0.434463521
4457,0.306111196
4459,0.454516864
4472,0.41317687
4475,0.523251403
4476,0.755542634
4482,0.487037222
4519,0.190870596
4533,0.46056326
4537,0.359383957
4538,0.523720945
4541,0.468924073
4556,0.724016379
