match_id,radiant_win
6,0.822708387
7,0.752101815
10,0.188939248
13,0.857576043
16,0.243821115
18,0.374038873
19,0.525829301
24,0.563495713
33,0.217025955
37,0.672736442
41,0.157065285
42,0.325804288
55,0.232561027
60,0.669727959
62,0.551320475
63,0.611060809
64,0.089911589
71,0.548850005
72,0.313651176
83,0.498156356
85,0.777982325
89,0.929086281
92,0.752983708
100,0.957180448
102,0.883617514
108,0.536399136
111,0.77487678
126,0.182514554
130,0.052702313
140,0.787174008
141,0.255210903
152,0.836131938
153,0.737844793
159,0.553616604
160,0.579951913
163,0.599428016
178,0.557455301
179,0.363868474
181,0.675214596
196,0.146967017
206,0.116761537
209,0.544601886
216,0.547905328
228,0.076057562
230,0.416929162
242,0.716526413
245,0.170419944
261,0.500039193
274,0.47564602
282,0.734752712
289,0.518433864
296,0.094060265
297,0.609711495
302,0.303849377
304,0.023360782
313,0.79572255
316,0.487841831
317,0.412640863
344,0.877189577
348,0.743313126
352,0.500240245
354,0.556932515
361,0.450478275
362,0.219909461
363,0.739768177
365,0.400819757
375,0.299247193
380,0.320940275
384,0.531106034
394,0.773917453
399,0.604264028
404,0.721078615
406,0.63756054
430,0.153720984
432,0.321637375
443,0.456326518
463,0.608685411
467,0.524085016
474,0.178142548
488,0.224251283
502,0.906783233
503,0.263659158
507,0.283538523
508,0.386836542
509,0.44559945
516,0.356580406
528,0.272847801
542,0.594653016
547,0.177470223
552,0.55234604
555,0.611952623
561,0.63331652
569,0.803894614
575,0.947335684
576,0.807222033
582,0.185327861
585,0.438531688
586,0.55841289
590,0.797923925
592,0.225461272
598,0.390665447
599,0.267289277
600,0.728091976
601,0.549445096
603,0.309682871
617,0.462168457
628,0.465782052
634,0.139277173
635,0.301833751
639,0.420459727
644,0.651004258
646,0.744593733
650,0.086522627
659,0.832686918
663,0.373896489
668,0.644316689
670,0.402507988
678,0.41852024
679,0.272402345
686,0.777781507
694,0.2758764
696,0.894902585
702,0.889504316
709,0.378216146
712,0.35781191
723,0.22232099
729,0.423478346
733,0.730737359
735,0.384553448
737,0.36807618
749,0.690147547
752,0.477378892
767,0.918418179
771,0.121475049
778,0.487563604
780,0.746348138
790,0.49778944
797,0.358052317
802,0.319989921
805,0.709033231
807,0.770203826
808,0.842365914
811,0.339143984
815,0.128803015
820,0.754024579
838,0.161050368
861,0.152236308
886,0.22734927
889,0.104799427
904,0.64164182
913,0.437726263
928,0.706200683
931,0.606436257
932,0.670022059
945,0.736953423
953,0.848478757
955,0.344341404
970,0.535587684
972,0.413346683
978,0.573938332
982,0.787246626
983,0.718718811
984,0.333453885
987,0.545805073
1000,0.613910287
1006,0.598869368
1014,0.743573177
1030,0.538855488
1037,0.723706434
1044,0.612156024
1046,0.792382298
1048,0.403234577
1053,0.86066914
1057,0.690555655
1077,0.881166713
1085,0.96226304
1087,0.740382654
1088,0.731390246
1096,0.10777383
1098,0.958432141
1100,0.104148159
1113,0.716568954
1119,0.724911836
1127,0.509970221
1142,0.359336885
1148,0.350570478
1157,0.205376838
1158,0.765382747
1163,0.412984057
1167,0.655642151
1168,0.335404314
1181,0.059381424
1183,0.231382827
1191,0.563865242
1192,0.166189354
1198,0.779779755
1216,0.168359351
1218,0.65019154
1221,0.964364546
1222,0.325181136
1225,0.14588612
1226,0.438086523
1230,0.204415643
1242,0.735693604
1247,0.668422451
1253,0.322357402
1259,0.600420492
1271,0.858129254
1282,0.530357864
1284,0.946530706
1293,0.411980575
1294,0.604980799
1298,0.439501572
1306,0.607149876
1316,0.7162455
1321,0.313384801
1331,0.431640072
1336,0.186232891
1341,0.547329109
1348,0.507407697
1356,0.855348006
1384,0.278379746
1389,0.608778172
1391,0.615063862
1413,0.798273055
1419,0.616552721
1426,0.828401384
1440,0.660224208
1445,0.58290794
1465,0.411075043
1470,0.48336815
1472,0.471455459
1484,0.551907476
1485,0.106256836
1486,0.890071513
1488,0.565587068
1498,0.040332683
1508,0.650654982
1518,0.842347383
1526,0.230546323
1527,0.757114251
1528,0.237455848
1540,0.628555159
1546,0.467913442
1551,0.789914692
1564,0.738644768
1565,0.884736041
1568,0.930325323
1572,0.650298594
1573,0.112498194
1581,0.419627036
1585,0.890078434
1588,0.259070321
1595,0.22162132
1596,0.267019393
1603,0.302073078
1615,0.61263263
1621,0.461758092
1623,0.250119212
1630,0.418526086
1636,0.66631254
1642,0.214124767
1654,0.743535531
1657,0.880570352
1665,0.39251208
1666,0.7800368
1676,0.727171367
1678,0.522331403
1683,0.506802917
1685,0.063910878
1687,0.015512764
1690,0.218331755
1702,0.399287458
1703,0.238816649
1714,0.310202127
1716,0.569483885
1726,0.178366698
1748,0.297208981
1750,0.208396704
1762,0.948361085
1765,0.108372125
1767,0.533157066
1773,0.344865332
1774,0.18749671
1776,0.649550546
